Player,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,FPTS
Luis Rodriguez OF | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Horne 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Pullin OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewin Diaz 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayan Cortesia SS | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yariel Gonzalez 3B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Mercado OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angelo Mora 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Perdomo SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robbie Garvey OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Albertson C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Paez SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Molina 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Soto C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeke White OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dixon Machado SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deivid Coronil 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Oliva OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Madron OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jairo Rosario C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Flynn OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Drake OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keaton Anthony 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rene Garcia C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brock Vradenburg 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob Emery C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mateo Gil SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Dorrian 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jair Camargo C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodrigo Vigil C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yohendry Sanchez C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Walters 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griffin Benson 1B | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Allen OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Osvaldo Tovalin 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Stephan OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Lara OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Alifano 3B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Aper OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johan Barrios 1B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Weeks OF | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Holton 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Saunders OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Valenzuela SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Baez OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drew Vettleson OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eudy Ramos 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Reks OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Reyes SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Mathis 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Brosseau 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Dobson SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Gavello C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Gonzalez SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Pena 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Padlo 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Swanner C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bijan Rademacher OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niko Decolati OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Dent 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yhoswar Garcia OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Pinckney OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Collier 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braeden Schlehuber C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jancarlos Cintron 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Mojica 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hayden Cantrelle 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexey Lumpuy OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khayyan Norfork 2B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breland Almadova OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby Fitch C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andy Garriola OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darell Morel SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Termarr Johnson 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Nehrir OF | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jacob Jenkins-Cowart 1B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake Gelof 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edwin Moreno OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankie Tostado OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Sparks 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Sirota OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LJ Hatch SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Vasquez 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Pimentel 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dariel Gomez 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K.C. Hobson 1B | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corbin Williams OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canaan Smith-Njigba OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Maffei OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Moyer SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerson Molina OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaquez Williams 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Murr OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Quintana SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Morozowski OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Max George C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adam Walton 3B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Overstreet C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Rogers OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Burgamy 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arquimedes Gamboa SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel Guilarte 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Piron 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Clifford 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Mathias 2B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean Perez 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brayan Hernandez OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Davis OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Parker OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilberto Celestino OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Howard 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Jones OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Murray SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Correlle Prime 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ernny Ordonez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy Diaz 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgleen Perez C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kodie Tidwell SS | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dillon Lewis OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trae Arbet SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Bossart C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Alvarez C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cristofer Torin SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Weingartner SS | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tate Southisene SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeverson Arteaga SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Hernandez SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emerson Jimenez SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameson Hannah OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maui Ahuna SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Rodriguez C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Binelas 1B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan O'Rae 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter Markwardt OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikau Pouaka-Grego 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luis Liberato OF | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry Ernesto OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Schrock SS | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Ward 2B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucupita Marcano SS | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dariel Lopez 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Dahl OF | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Herron OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Abreu OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Winder Diaz 3B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grant Little OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roc Riggio 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vincent Perozo C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Leyton SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colby Woodmansee SS | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Beer DH | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yorvis Torrealba OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty Ross C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Free C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darin Ruf DH | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ariel Almonte OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vince Jackson OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Karaviotis SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Kelli OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garrett Forrester C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Pertuz 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Curpa 2B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Murphy C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eli Serrano OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack Kone SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Landon Dieterich OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galvi Moscat OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Longwell 1B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Nwogu OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonnie White OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Kilen SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Champ Stuart OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gavin Logan C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Cartaya C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alfredo Escalera-Maldonado OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Baez OF | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Cresto 3B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Munoz 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Rojas 3B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Etzel OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micah Bello OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Cimillo 1B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Lino C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan O'Donnell OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Voit 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.D. Martinez DH | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean Roby 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Kinneman OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geraldi Diaz C | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Kahle C | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randolph Oduber OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corey Collins 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Luplow OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Hughston OF | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Bateman OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJ Morlando OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalvy Rosario 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Phillips SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Suozzi 1B | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malvin Valdez OF | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glenallen Hill Jr. SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Coley II OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clint Coulter OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Okey C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eduardo Lopez OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andres Angulo C | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randal Diaz SS | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connor Burns C | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Guez OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seth Harrison OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Morales C | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Bethancourt C | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Yari 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Sanabria 1B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arturo De Freitas C | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Griffin SS | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Davis OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malik Collymore OF | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jesus Alastre OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edgar Alvarez 1B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echedry Vargas 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Emiliani 1B | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brendon Davis OF | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Iadisernia OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Todd Lott OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angeudis Santos 2B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemal Flores OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Roederer OF | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariel Bautista OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Burgess C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Centeno C | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Allen 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar Campos C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keiner Delgado 2B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver Tejada OF | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ronny Brito 3B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Ascanio SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Braylen Wimmer SS | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juniel Querecuto 3B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudy Flores 1B | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christopher Suero C | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Cone OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Allen OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Stephen OF | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Ewing OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamal O'Guinn OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashton McGee 2B | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Rahier SS | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roberto Caro OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casey Martin SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aidan Miller SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Cordoba OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dylan Shockley C | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aristides Aquino OF | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruben Ibarra 1B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago Chavez C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevonte Mitchell OF | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston Tucker OF | SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collin Radack OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yeiner Fernandez 2B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison Stokes SS | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryson Ware 2B | PHI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Dalesandro OF | ARI ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julio Carreras 2B | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Murphy C | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Bernard C | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terry Fuller OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Salas C | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Kokoska OF | COL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jake DeLeo OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Mendlinger OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Connell OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfredo Lara SS | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noah Williamson OF | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Glenn 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Pope SS | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jose Izarra SS | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Levi Jordan OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Donahue 2B | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenly Hunter OF | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tucker Neuhaus SS | MIL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arnaldo Lantigua OF | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aramis Ademan SS | CHC ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethan Petry OF | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Ovalles OF | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanner Murphy OF | NYM ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Howard SS | SF ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Glasser OF | WAS ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Quintana 3B | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wade Stauss C | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Quiroz C | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Nevin 1B | LAD ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trey Paige 3B | STL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
